ID_BANDA,BANDA,CLAVE_BANDA,HERMANDAD,TITULAR,ANIO,FUENTE,NOTA,LOCALIDAD
304,"Agrupación Musical Ecce Mater de Cádiz","agrupacion musical ecce mater de cadiz","La Merced","Paso de Misterio",2026,musicofrades.com,,Cadiz
306,"Banda de Cornetas y Tambores Esencia de Sevilla","banda de cornetas y tambores esencia de sevilla","Senor de la Humillacion","Paso de Misterio",2026,musicofrades.com,,Cadiz
303,"Agrupación Musical Nuestro Padre Jesús de la Salud de Cádiz","agrupacion musical nuestro padre jesus de la salud de cadiz","La Borriquita","Paso de Misterio",2026,musicofrades.com,,Cadiz
307,"Banda de Cornetas y Tambores Santa Cruz de Almería","banda de cornetas y tambores santa cruz de almeria",Despojado,"Paso de Misterio",2026,musicofrades.com,"comparte paso",Cadiz
308,"Banda de Cornetas y Tambores Santísimo Cristo de la Columna – Los Coloraos – de Daimiel","banda de cornetas y tambores santisimo cristo de la columna los coloraos de daimiel",Despojado,"Paso de Misterio",2026,musicofrades.com,"comparte paso",Cadiz
309,"Banda de Cornetas y Tambores La Unión de Baena","banda de cornetas y tambores la union de baena","Las Penas","Paso de Misterio",2026,musicofrades.com,,Cadiz
310,"Agrupación Musical Nuestro Padre Jesús Nazareno de Campo de Criptana","agrupacion musical nuestro padre jesus nazareno de campo de criptana","Sagrada Cena","Paso de Misterio",2026,musicofrades.com,,Cadiz
311,"Banda de Cornetas y Tambores Nuestra Señora del Rosario de Arriate","banda de cornetas y tambores nuestra senora del rosario de arriate","Humildad y Paciencia","Paso de Misterio",2026,musicofrades.com,,Cadiz
303,"Agrupación Musical Nuestro Padre Jesús de la Salud de Cádiz","agrupacion musical nuestro padre jesus de la salud de cadiz",Prendimiento,"Paso de Misterio",2026,musicofrades.com,,Cadiz
312,"Banda de Cornetas y Tambores Vera-Cruz de Utrera","banda de cornetas y tambores vera cruz de utrera","La Palma","Paso de Misterio",2026,musicofrades.com,,Cadiz
298,"Agrupación Musical Nuestro Padre Jesús de la Salud – Los Gitanos – de Sevilla","agrupacion musical nuestro padre jesus de la salud los gitanos de sevilla","Nazareno del Amor","Paso de Misterio",2026,musicofrades.com,,Cadiz
313,"Banda de Cornetas y Tambores Nuestra Señora del Rosario Coronada de Cádiz","banda de cornetas y tambores nuestra senora del rosario coronada de cadiz",Columna,"Paso de Misterio",2026,musicofrades.com,,Cadiz
314,"Banda de Cornetas y Tambores Nuestro Padre Jesús de la Columna y María Santísima de la O – Los Gitanos – de Málaga","banda de cornetas y tambores nuestro padre jesus de la columna y maria santisima de la o los gitanos de malaga","Ecce Homo","Paso de Cristo",2026,musicofrades.com,,Cadiz
315,"Agrupación Musical Virgen de la Oliva de Vejer de la Frontera","agrupacion musical virgen de la oliva de vejer de la frontera",Caido,"Paso de Misterio",2026,musicofrades.com,,Cadiz
316,"Banda de Cornetas y Tambores Santísima Trinidad de Palencia","banda de cornetas y tambores santisima trinidad de palencia",Piedad,"Paso de Misterio",2026,musicofrades.com,,Cadiz
290,"Banda de Cornetas y Tambores Santísimo Cristo de la Victoria de León","banda de cornetas y tambores santisimo cristo de la victoria de leon","Las Aguas","Paso de Misterio",2026,musicofrades.com,,Cadiz
303,"Agrupación Musical Nuestro Padre Jesús de la Salud de Cádiz","agrupacion musical nuestro padre jesus de la salud de cadiz","Las Cigarreras","Paso de Misterio",2026,musicofrades.com,,Cadiz
317,"Banda de Cornetas y Tambores Santísimo Cristo de la Elevación de Campo de Criptana","banda de cornetas y tambores santisimo cristo de la elevacion de campo de criptana",Sentencia,"Paso de Misterio",2026,musicofrades.com,,Cadiz
303,"Agrupación Musical Nuestro Padre Jesús de la Salud de Cádiz","agrupacion musical nuestro padre jesus de la salud de cadiz","La Oracion en el Huerto","Paso de Misterio",2026,musicofrades.com,,Cadiz
318,"Agrupación Musical Jesús Cautivo de Estepona","agrupacion musical jesus cautivo de estepona","El Nazareno","Paso de Cristo",2026,musicofrades.com,,Cadiz
305,"Agrupación Musical Polillas de Cádiz","agrupacion musical polillas de cadiz","El Perdon","Paso de Misterio",2026,musicofrades.com,,Cadiz
303,"Agrupación Musical Nuestro Padre Jesús de la Salud de Cádiz","agrupacion musical nuestro padre jesus de la salud de cadiz","Siete Palabras","Paso de Misterio",2026,musicofrades.com,,Cadiz
305,"Agrupación Musical Polillas de Cádiz","agrupacion musical polillas de cadiz",Expiracion,"Paso de Misterio",2026,musicofrades.com,,Cadiz
304,"Agrupación Musical Ecce Mater de Cádiz","agrupacion musical ecce mater de cadiz","El Resucitado","Paso de Misterio",2026,musicofrades.com,,Cadiz
